Id,Sales
375,9477.28125
376,11033.18359375
377,10112.2578125
378,9589.26953125
379,9643.9208984375
380,8715.2294921875
381,10348.7626953125
382,14514.2734375
383,13534.3330078125
384,11033.18359375
385,10828.4638671875
386,8715.2294921875
387,11033.18359375
388,14226.669921875
389,10451.33984375
390,11033.18359375
391,9643.9208984375
392,9824.7841796875
393,9089.7490234375
394,15473.1005859375
395,10112.2578125
396,9707.146484375
397,9643.9208984375
398,14514.2734375
399,15473.1005859375
400,9707.146484375
401,13683.31640625
402,14514.2734375
403,13534.3330078125
404,14840.3173828125
405,10451.33984375
406,14840.3173828125
407,9643.9208984375
408,9643.9208984375
409,13534.3330078125
410,9643.9208984375
411,12953.2783203125
412,9824.7841796875
413,14226.669921875
414,11033.18359375
415,9824.7841796875
416,11033.18359375
417,10112.2578125
418,13534.3330078125
419,11033.18359375
420,12638.78125
421,14226.669921875
422,14071.7587890625
423,14840.3173828125
424,9643.9208984375
425,14840.3173828125
426,13534.3330078125
427,11033.18359375
428,13953.6513671875
429,10828.4638671875
430,13683.31640625
431,7859.31103515625
432,9824.7841796875
433,9538.51953125
434,10921.0107421875
435,11033.18359375
436,10112.2578125
437,13534.3330078125
438,8715.2294921875
439,13953.6513671875
440,10112.2578125
441,9824.7841796875
442,12953.2783203125
443,14514.2734375
444,11033.18359375
445,9538.51953125
446,11033.18359375
447,9707.146484375
448,11795.3544921875
449,12638.78125
450,13534.3330078125
451,9824.7841796875
452,7859.31103515625
453,8974.60546875
454,14840.3173828125
455,13534.3330078125
456,14514.2734375
457,14840.3173828125
458,10451.33984375
459,14514.2734375
460,9707.146484375
461,9824.7841796875
462,13534.3330078125
463,12200.8955078125
464,13953.6513671875
465,14514.2734375
466,12953.2783203125
467,12200.8955078125
468,11033.18359375
469,11795.3544921875
470,12953.2783203125
471,9824.7841796875
472,11033.18359375
473,14514.2734375
474,11795.3544921875
475,14978.5009765625
476,10230.134765625
477,11033.18359375
478,10112.2578125
479,9824.7841796875
480,9643.9208984375
481,11033.18359375
482,13534.3330078125
483,11033.18359375
484,15133.4404296875
485,9643.9208984375
486,13683.31640625
487,9477.28125
488,9824.7841796875
489,12953.2783203125
490,13953.6513671875
491,10112.2578125
492,11795.3544921875
493,9824.7841796875
494,10230.134765625
495,14978.5009765625
496,15587.1298828125
497,11033.18359375
498,13953.6513671875
499,8715.2294921875
500,9824.7841796875
501,13534.3330078125
502,11033.18359375
503,7859.31103515625
504,14514.2734375
505,14514.2734375
506,12953.2783203125
507,15473.1005859375
508,10112.2578125
509,11795.3544921875
510,11033.18359375
511,14840.3173828125
512,9538.51953125
513,13534.3330078125
514,11033.18359375
515,9588.796875
516,14840.3173828125
517,12953.2783203125
518,8715.2294921875
519,14226.669921875
520,10112.2578125
521,11033.18359375
522,11033.18359375
523,13498.3173828125
524,12953.2783203125
525,9070.2666015625
526,8261.7216796875
527,9707.146484375
528,10112.2578125
529,11033.18359375
530,10230.134765625
531,11795.3544921875
532,7859.31103515625
533,10112.2578125
534,9824.7841796875
535,9589.26953125
536,14226.669921875
537,11033.18359375
538,9643.9208984375
539,9589.26953125
540,8715.2294921875
541,10451.33984375
542,12953.2783203125
543,11033.18359375
544,0.0
545,11033.18359375
546,13683.31640625
547,13534.3330078125
548,12953.2783203125
549,12953.2783203125
550,11033.18359375
551,10451.33984375
552,14514.2734375
553,12953.2783203125
554,10112.2578125
555,9824.7841796875
556,10348.7626953125
557,14226.669921875
558,14978.5009765625
559,7859.31103515625
560,14514.2734375
561,10230.134765625
562,14840.3173828125
563,9824.7841796875
564,9589.26953125
565,15133.4404296875
566,8715.2294921875
567,9643.9208984375
568,13498.3173828125
569,8170.99169921875
570,10348.7626953125
571,11033.18359375
572,14840.3173828125
573,14514.2734375
574,11795.3544921875
575,10230.134765625
576,10230.134765625
577,11033.18359375
578,14071.7587890625
579,12953.2783203125
580,11033.18359375
581,12953.2783203125
582,9824.7841796875
583,11033.18359375
584,14071.7587890625
585,10451.33984375
586,9643.9208984375
587,13534.3330078125
588,11033.18359375
589,9477.28125
590,14840.3173828125
591,9707.146484375
592,14226.669921875
593,10230.134765625
594,9643.9208984375
595,13534.3330078125
596,9320.8935546875
597,13534.3330078125
598,9824.7841796875
599,10230.134765625
600,7859.31103515625
601,13534.3330078125
602,14514.2734375
603,13953.6513671875
604,14071.7587890625
605,11033.18359375
606,15473.1005859375
607,11033.18359375
608,14514.2734375
609,13534.3330078125
610,14840.3173828125
611,9824.7841796875
612,12953.2783203125
613,11795.3544921875
614,8974.60546875
615,13534.3330078125
616,11033.18359375
617,9643.9208984375
618,11795.3544921875
619,11795.3544921875
620,10451.33984375
621,8974.60546875
622,10348.7626953125
623,13683.31640625
624,9589.26953125
625,9824.7841796875
626,9824.7841796875
627,14840.3173828125
628,9824.7841796875
629,9824.7841796875
630,11033.18359375
631,10828.4638671875
632,8974.60546875
633,13534.3330078125
634,10451.33984375
635,14978.5009765625
636,13534.3330078125
637,7859.31103515625
638,11033.18359375
639,13534.3330078125
640,8552.701171875
641,9824.7841796875
642,9589.26953125
643,14071.7587890625
644,12200.8955078125
645,13534.3330078125
646,9824.7841796875
647,14840.3173828125
648,11033.18359375
649,12953.2783203125
650,14226.669921875
651,10348.7626953125
652,14226.669921875
653,10828.4638671875
654,12953.2783203125
655,9477.28125
656,13953.6513671875
657,7859.31103515625
658,8715.2294921875
659,9824.7841796875
660,14622.787109375
661,11033.18359375
662,12638.78125
663,15133.4404296875
664,9588.796875
665,14226.669921875
666,13534.3330078125
667,11033.18359375
668,10230.134765625
669,9589.26953125
670,14840.3173828125
671,14514.2734375
672,10230.134765625
673,14978.5009765625
674,7859.31103515625
675,12953.2783203125
676,9643.9208984375
677,0.0
678,9643.9208984375
679,11033.18359375
680,9824.7841796875
681,9824.7841796875
682,10230.134765625
683,9824.7841796875
684,13534.3330078125
685,9589.26953125
686,13683.31640625
687,8715.2294921875
688,10451.33984375
689,8715.2294921875
690,9824.7841796875
691,9643.9208984375
692,13534.3330078125
693,15473.1005859375
694,11033.18359375
695,13534.3330078125
696,11033.18359375
697,14840.3173828125
698,14514.2734375
699,9824.7841796875
700,9824.7841796875
701,9643.9208984375
702,11033.18359375
703,10451.33984375
704,9643.9208984375
705,15133.4404296875
706,7859.31103515625
707,15587.1298828125
708,14514.2734375
709,9824.7841796875
710,9824.7841796875
711,8715.2294921875
712,11033.18359375
713,11795.3544921875
714,11033.18359375
715,13953.6513671875
716,14514.2734375
717,7859.31103515625
718,10112.2578125
719,13534.3330078125
720,7859.31103515625
721,14226.669921875
722,8715.2294921875
723,10451.33984375
724,13534.3330078125
725,9824.7841796875
726,9589.26953125
727,9824.7841796875
728,9538.51953125
729,11033.18359375
730,10112.2578125
731,10230.134765625
732,12638.78125
733,13534.3330078125
734,11033.18359375
735,11033.18359375
736,9198.39453125
737,9824.7841796875
738,10112.2578125
739,14840.3173828125
740,11033.18359375
741,14071.7587890625
742,11033.18359375
743,9589.26953125
744,10230.134765625
745,8552.701171875
746,8715.2294921875
747,9643.9208984375
748,9824.7841796875
749,14226.669921875
750,14226.669921875
751,11033.18359375
752,10112.2578125
753,11033.18359375
754,10451.33984375
755,7859.31103515625
756,11033.18359375
757,9824.7841796875
758,11033.18359375
759,9070.2666015625
760,15473.1005859375
761,11033.18359375
762,9824.7841796875
763,11033.18359375
764,7859.31103515625
765,9824.7841796875
766,11033.18359375
767,14514.2734375
768,11033.18359375
769,14226.669921875
770,11033.18359375
771,9477.28125
772,7859.31103515625
773,15133.4404296875
774,13534.3330078125
775,11033.18359375
776,14514.2734375
777,14226.669921875
778,14514.2734375
779,11033.18359375
780,10451.33984375
781,14071.7587890625
782,9588.796875
783,14514.2734375
784,9824.7841796875
785,9643.9208984375
786,15133.4404296875
787,9824.7841796875
788,14622.787109375
789,14226.669921875
790,8715.2294921875
791,11795.3544921875
792,10112.2578125
793,9643.9208984375
794,11795.3544921875
795,14978.5009765625
796,11033.18359375
797,13953.6513671875
798,8715.2294921875
799,13953.6513671875
800,13534.3330078125
801,8715.2294921875
802,14514.2734375
803,11033.18359375
804,14071.7587890625
805,13953.6513671875
806,10451.33984375
807,9824.7841796875
808,10451.33984375
809,10112.2578125
810,14840.3173828125
811,9707.146484375
812,12638.78125
813,10451.33984375
814,10230.134765625
815,12953.2783203125
816,9643.9208984375
817,9643.9208984375
818,8170.99169921875
819,7859.31103515625
820,14840.3173828125
821,10112.2578125
822,15133.4404296875
823,12200.8955078125
824,14226.669921875
825,10451.33984375
826,10451.33984375
827,12200.8955078125
828,10112.2578125
829,8715.2294921875
830,8715.2294921875
831,10112.2578125
832,8715.2294921875
833,11033.18359375
834,14840.3173828125
835,11033.18359375
836,11795.3544921875
837,9643.9208984375
838,11033.18359375
839,12953.2783203125
840,9707.146484375
841,0.0
842,14226.669921875
843,8715.2294921875
844,14840.3173828125
845,11033.18359375
846,14514.2734375
847,12953.2783203125
848,15473.1005859375
849,14226.669921875
850,11033.18359375
851,13953.6513671875
852,11033.18359375
853,15133.4404296875
854,9643.9208984375
855,9643.9208984375
856,9477.28125
857,12338.1025390625
858,11776.5048828125
859,13984.03125
860,10433.578125
861,13984.03125
862,10433.578125
863,14882.1005859375
864,12281.0439453125
865,10781.734375
866,11776.5048828125
867,15357.3564453125
868,11025.4609375
869,11426.1806640625
870,13653.2822265625
871,15888.9189453125
872,10131.572265625
873,12119.51171875
874,14882.1005859375
875,12338.1025390625
876,11776.5048828125
877,11590.830078125
878,12768.080078125
879,15282.248046875
880,10131.572265625
881,13984.03125
882,15357.3564453125
883,14882.1005859375
884,12119.51171875
885,11776.5048828125
886,10131.572265625
887,11739.5576171875
888,12281.0439453125
889,10781.734375
890,12119.51171875
891,14353.224609375
892,14882.1005859375
893,10433.578125
894,15282.248046875
895,12119.51171875
896,14882.1005859375
897,15357.3564453125
898,13984.03125
899,14662.83984375
900,14882.1005859375
901,14882.1005859375
902,9184.3701171875
903,15888.9189453125
904,11739.5576171875
905,10781.734375
906,13984.03125
907,11426.1806640625
908,11249.6123046875
909,11972.8212890625
910,12768.080078125
911,11776.5048828125
912,13984.03125
913,9184.3701171875
914,15282.248046875
915,15282.248046875
916,15357.3564453125
917,9184.3701171875
918,10502.6083984375
919,11776.5048828125
920,11776.5048828125
921,9184.3701171875
922,13984.03125
923,11776.5048828125
924,11776.5048828125
925,10433.578125
926,9787.095703125
927,9787.095703125
928,10131.572265625
929,11590.830078125
930,15357.3564453125
931,15827.9443359375
932,10502.6083984375
933,10999.46484375
934,12768.080078125
935,11426.1806640625
936,10433.578125
937,15282.248046875
938,13984.03125
939,13984.03125
940,11739.5576171875
941,10433.578125
942,15282.248046875
943,15357.3564453125
944,10433.578125
945,15282.248046875
946,13984.03125
947,13653.2822265625
948,13984.03125
949,10433.578125
950,13653.2822265625
951,13653.2822265625
952,11739.5576171875
953,10131.572265625
954,9787.095703125
955,12338.1025390625
956,11739.5576171875
957,10781.734375
958,14882.1005859375
959,11776.5048828125
960,11776.5048828125
961,14882.1005859375
962,10368.5361328125
963,10433.578125
964,12119.51171875
965,11025.4609375
966,10131.572265625
967,15357.3564453125
968,11590.830078125
969,13653.2822265625
970,14580.83203125
971,9184.3701171875
972,11776.5048828125
973,11590.830078125
974,10781.734375
975,13984.03125
976,11739.5576171875
977,12119.51171875
978,15282.248046875
979,13984.03125
980,15357.3564453125
981,11776.5048828125
982,11776.5048828125
983,14882.1005859375
984,9184.3701171875
985,13653.2822265625
986,11776.5048828125
987,9184.3701171875
988,10131.572265625
989,10131.572265625
990,9589.3251953125
991,9184.3701171875
992,11025.4609375
993,12119.51171875
994,11776.5048828125
995,10999.46484375
996,9184.3701171875
997,11590.830078125
998,11776.5048828125
999,11025.4609375
1000,10781.734375
1001,12119.51171875
1002,11776.5048828125
1003,11776.5048828125
1004,15357.3564453125
1005,9184.3701171875
1006,11739.5576171875
1007,11025.4609375
1008,12338.1025390625
1009,14662.83984375
1010,10433.578125
1011,10283.55859375
1012,15282.248046875
1013,11776.5048828125
1014,12281.0439453125
1015,9184.3701171875
1016,14882.1005859375
1017,13653.2822265625
1018,13984.03125
1019,15357.3564453125
1020,13653.2822265625
1021,10781.734375
1022,9787.095703125
1023,9589.3251953125
1024,11426.1806640625
1025,10433.578125
1026,10433.578125
1027,15282.248046875
1028,11739.5576171875
1029,9184.3701171875
1030,9184.3701171875
1031,11739.5576171875
1032,15357.3564453125
1033,15282.248046875
1034,15357.3564453125
1035,9184.3701171875
1036,10502.6083984375
1037,11776.5048828125
1038,10131.572265625
1039,11590.830078125
1040,11590.830078125
1041,13653.2822265625
1042,10131.572265625
1043,13653.2822265625
1044,11025.4609375
1045,12338.1025390625
1046,15357.3564453125
1047,14882.1005859375
1048,15282.248046875
1049,10781.734375
1050,11025.4609375
1051,11739.5576171875
1052,12281.0439453125
1053,14434.390625
1054,15888.9189453125
1055,15389.146484375
1056,11776.5048828125
1057,8976.6796875
1058,11869.662109375
1059,14882.1005859375
1060,10131.572265625
1061,12338.1025390625
1062,10433.578125
1063,13984.03125
1064,11776.5048828125
1065,11025.4609375
1066,10068.125
1067,13653.2822265625
1068,11739.5576171875
1069,13984.03125
1070,11739.5576171875
1071,14662.83984375
1072,15282.248046875
1073,10131.572265625
1074,10781.734375
1075,9184.3701171875
1076,14353.224609375
1077,10283.55859375
1078,12119.51171875
1079,10433.578125
1080,10433.578125
1081,12768.080078125
1082,11776.5048828125
1083,10433.578125
1084,12119.51171875
1085,15282.248046875
1086,14882.1005859375
1087,13984.03125
1088,14662.83984375
1089,11776.5048828125
1090,10433.578125
1091,15827.9443359375
1092,11776.5048828125
1093,11776.5048828125
1094,10781.734375
1095,11426.1806640625
1096,13984.03125
1097,12119.51171875
1098,11776.5048828125
1099,13984.03125
1100,12119.51171875
1101,13653.2822265625
1102,15389.146484375
1103,13984.03125
1104,15357.3564453125
1105,14882.1005859375
1106,13653.2822265625
1107,10433.578125
1108,12768.080078125
1109,11426.1806640625
1110,12281.0439453125
1111,13984.03125
1112,14662.83984375
1113,9918.8818359375
1114,10433.578125
1115,15357.3564453125
1116,12281.0439453125
1117,11426.1806640625
1118,11025.4609375
1119,10433.578125
1120,11739.5576171875
1121,13653.2822265625
1122,14882.1005859375
1123,10131.572265625
1124,11025.4609375
1125,14662.83984375
1126,10131.572265625
1127,10781.734375
1128,11776.5048828125
1129,10999.46484375
1130,10068.125
1131,15282.248046875
1132,13984.03125
1133,15357.3564453125
1134,10433.578125
1135,11590.830078125
1136,11972.8212890625
1137,11426.1806640625
1138,9787.095703125
1139,15282.248046875
1140,15357.3564453125
1141,15282.248046875
1142,13653.2822265625
1143,15357.3564453125
1144,15357.3564453125
1145,11739.5576171875
1146,14882.1005859375
1147,13984.03125
1148,10502.6083984375
1149,12768.080078125
1150,11025.4609375
1151,12119.51171875
1152,15357.3564453125
1153,8965.896484375
1154,9184.3701171875
1155,13984.03125
1156,11776.5048828125
1157,9184.3701171875
1158,15282.248046875
1159,10502.6083984375
1160,10433.578125
1161,12281.0439453125
1162,11249.6123046875
1163,11776.5048828125
1164,10433.578125
1165,11426.1806640625
1166,11776.5048828125
1167,15357.3564453125
1168,11776.5048828125
1169,9787.095703125
1170,11739.5576171875
1171,14943.689453125
1172,11590.830078125
1173,11739.5576171875
1174,13984.03125
1175,11739.5576171875
1176,15282.248046875
1177,13984.03125
1178,12281.0439453125
1179,11776.5048828125
1180,11739.5576171875
1181,15827.9443359375
1182,11025.4609375
1183,11739.5576171875
1184,11590.830078125
1185,9184.3701171875
1186,14882.1005859375
1187,14434.390625
1188,15357.3564453125
1189,15282.248046875
1190,11590.830078125
1191,10433.578125
1192,13984.03125
1193,11776.5048828125
1194,9184.3701171875
1195,13653.2822265625
1196,10502.6083984375
1197,9787.095703125
1198,9184.3701171875
1199,11776.5048828125
1200,13984.03125
1201,13984.03125
1202,14882.1005859375
1203,14943.689453125
1204,11776.5048828125
1205,14882.1005859375
1206,11025.4609375
1207,15282.248046875
1208,11025.4609375
1209,11739.5576171875
1210,9589.3251953125
1211,11776.5048828125
1212,15357.3564453125
1213,9184.3701171875
1214,15282.248046875
1215,13984.03125
1216,13984.03125
1217,14580.83203125
1218,11025.4609375
1219,10781.734375
1220,14580.83203125
1221,9184.3701171875
1222,10433.578125
1223,13653.2822265625
1224,11249.6123046875
1225,13984.03125
1226,11739.5576171875
1227,10131.572265625
1228,15357.3564453125
1229,13984.03125
1230,11776.5048828125
1231,10999.46484375
1232,11776.5048828125
1233,11739.5576171875
1234,10781.734375
1235,11025.4609375
1236,10131.572265625
1237,11249.6123046875
1238,15357.3564453125
1239,13984.03125
1240,11776.5048828125
1241,11972.8212890625
1242,10131.572265625
1243,11776.5048828125
1244,14882.1005859375
1245,12281.0439453125
1246,11776.5048828125
1247,11025.4609375
1248,10433.578125
1249,9881.43359375
1250,15888.9189453125
1251,11739.5576171875
1252,11426.1806640625
1253,11025.4609375
1254,15357.3564453125
1255,15888.9189453125
1256,11426.1806640625
1257,14434.390625
1258,15357.3564453125
1259,13984.03125
1260,15282.248046875
1261,12281.0439453125
1262,15282.248046875
1263,11025.4609375
1264,11025.4609375
1265,13984.03125
1266,11025.4609375
1267,13653.2822265625
1268,10433.578125
1269,14882.1005859375
1270,11776.5048828125
1271,10433.578125
1272,11776.5048828125
1273,11739.5576171875
1274,13984.03125
1275,11776.5048828125
1276,12338.1025390625
1277,14882.1005859375
1278,14662.83984375
1279,15282.248046875
1280,11025.4609375
1281,15282.248046875
1282,13984.03125
1283,11776.5048828125
1284,14353.224609375
1285,11972.8212890625
1286,14434.390625
1287,9184.3701171875
1288,10433.578125
1289,10502.6083984375
1290,12757.25390625
1291,11776.5048828125
1292,11739.5576171875
1293,13984.03125
1294,10131.572265625
1295,14353.224609375
1296,11739.5576171875
1297,10433.578125
1298,13653.2822265625
1299,15357.3564453125
1300,11776.5048828125
1301,10502.6083984375
1302,11776.5048828125
1303,11426.1806640625
1304,12119.51171875
1305,12338.1025390625
1306,13984.03125
1307,10433.578125
1308,9184.3701171875
1309,10283.55859375
1310,15282.248046875
1311,13984.03125
1312,15357.3564453125
1313,15282.248046875
1314,12281.0439453125
1315,15357.3564453125
1316,11426.1806640625
1317,10433.578125
1318,13984.03125
1319,12768.080078125
1320,14353.224609375
1321,15357.3564453125
1322,13653.2822265625
1323,12768.080078125
1324,11776.5048828125
1325,12119.51171875
1326,13653.2822265625
1327,10433.578125
1328,11776.5048828125
1329,15357.3564453125
1330,12119.51171875
1331,15389.146484375
1332,11590.830078125
1333,11776.5048828125
1334,11739.5576171875
1335,10433.578125
1336,11025.4609375
1337,11776.5048828125
1338,13984.03125
1339,11776.5048828125
1340,14580.83203125
1341,11025.4609375
1342,14434.390625
1343,10999.46484375
1344,10433.578125
1345,13653.2822265625
1346,14353.224609375
1347,11739.5576171875
1348,12119.51171875
1349,10433.578125
1350,11590.830078125
1351,15389.146484375
1352,15827.9443359375
1353,11776.5048828125
1354,14353.224609375
1355,10131.572265625
1356,10433.578125
1357,13984.03125
1358,11776.5048828125
1359,9184.3701171875
1360,15357.3564453125
1361,15357.3564453125
1362,13653.2822265625
1363,15888.9189453125
1364,11739.5576171875
1365,12119.51171875
1366,11776.5048828125
1367,15282.248046875
1368,10502.6083984375
1369,13984.03125
1370,11776.5048828125
1371,10368.5361328125
1372,15282.248046875
1373,13653.2822265625
1374,10131.572265625
1375,14882.1005859375
1376,11739.5576171875
1377,11776.5048828125
1378,11776.5048828125
1379,13505.140625
1380,13653.2822265625
1381,9787.095703125
1382,8965.896484375
1383,11426.1806640625
1384,11739.5576171875
1385,11776.5048828125
1386,11590.830078125
1387,12119.51171875
1388,9184.3701171875
1389,11739.5576171875
1390,10433.578125
1391,10781.734375
1392,14882.1005859375
1393,11776.5048828125
1394,11025.4609375
1395,10781.734375
1396,10131.572265625
1397,12281.0439453125
1398,13653.2822265625
1399,11776.5048828125
1400,0.0
1401,11776.5048828125
1402,14434.390625
1403,13984.03125
1404,13653.2822265625
1405,13653.2822265625
1406,11776.5048828125
1407,12281.0439453125
1408,15357.3564453125
1409,13653.2822265625
1410,11739.5576171875
1411,10433.578125
1412,11249.6123046875
1413,14882.1005859375
1414,15389.146484375
1415,9184.3701171875
1416,15357.3564453125
1417,11590.830078125
1418,15282.248046875
1419,10433.578125
1420,10781.734375
1421,14580.83203125
1422,10131.572265625
1423,11025.4609375
1424,13505.140625
1425,9446.4345703125
1426,11249.6123046875
1427,11776.5048828125
1428,15282.248046875
1429,15357.3564453125
1430,12119.51171875
1431,11590.830078125
1432,11590.830078125
1433,11776.5048828125
1434,14662.83984375
1435,13653.2822265625
1436,11776.5048828125
1437,13653.2822265625
